Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,WS,AllStar,AllNBA
483,Sindarius Thornwell\thornsi01,SG,26,ORL,7,0,144,2,6.2,0.32,1,3.5,0.286,1,2.7,0.364,1,1.5,0.667,0.5,2.7,3.2,4.2,2,0.2,0.7,3,6,0.1,0,0
484,Matisse Thybulle\thybuma01,SG,23,PHI,65,8,1298,2.8,6.7,0.42,1.2,4,0.301,1.6,2.8,0.59,0.2,0.5,0.444,0.8,2.6,3.4,1.7,2.9,2,0.9,3.5,7.1,2.8,0,0
485,Killian Tillie\tilliki02,C,22,MEM,18,1,182,3.8,11.3,0.333,2,6.5,0.303,1.8,4.7,0.375,1.8,2.2,0.818,1.2,3.6,4.7,1.6,1,1.6,0.4,4,11.3,0.2,0,0
486,Xavier Tillman Sr.\tillmxa01,PF,22,MEM,59,12,1085,5.5,9.9,0.559,0.7,2.2,0.338,4.8,7.8,0.62,1.1,1.8,0.642,2.5,6,8.5,2.5,1.5,1.1,1.5,3.8,12.9,2.9,0,0
487,Anthony Tolliver\tollian01,PF,35,PHI,11,0,99,1.5,6.2,0.235,1.5,5.1,0.286,0,1.1,0,1.8,2.2,0.833,1.1,2.5,3.6,0.7,1.1,0.7,1.1,2.5,6.2,0.1,0,0
488,Obi Toppin\toppiob01,PF,22,NYK,62,0,683,5.5,11,0.498,1.4,4.5,0.306,4.1,6.5,0.629,1,1.4,0.731,1.4,5.9,7.3,1.5,0.9,0.8,1.2,2.9,13.3,1.5,0,0
489,Juan Toscano-Anderson\toscaju01,SG,27,GSW,53,16,1107,3.9,6.8,0.579,1.2,3,0.402,2.7,3.8,0.718,0.7,1,0.71,0.9,6.7,7.6,4.9,1.3,0.8,2,3.6,9.8,3,0,0
490,Axel Toupane\toupaax01,SF,28,MIL,8,1,61,2.4,6.5,0.364,0.6,1.2,0.5,1.8,5.3,0.333,3,4.1,0.714,0,3.5,3.5,2.4,1.2,1.8,0,3.5,8.3,0.1,0,0
491,Karl-Anthony Towns\townska01,C,25,MIN,50,50,1689,9.1,18.7,0.486,2.6,6.7,0.387,6.5,11.9,0.541,5.7,6.6,0.859,2.8,8.4,11.3,4.8,0.8,1.2,3.4,4,26.4,5.4,0,0
492,Gary Trent Jr.\trentga02,SG,22,TOT,58,38,1802,6.4,15.7,0.408,3.3,8.6,0.385,3.1,7.1,0.435,1.7,2.1,0.783,0.5,2.5,3,1.6,1.1,0.2,0.9,1.8,17.7,1.7,0,0
492,Gary Trent Jr.\trentga02,SG,22,POR,41,23,1262,6.2,14.9,0.414,3.5,8.7,0.397,2.7,6.2,0.438,1.7,2.1,0.773,0.6,2,2.6,1.7,1.1,0.2,0.9,1.8,17.5,1.5,0,0
492,Gary Trent Jr.\trentga02,SG,22,TOR,17,15,540,6.9,17.4,0.395,2.9,8.3,0.355,3.9,9.1,0.431,1.7,2.1,0.806,0.4,3.7,4.1,1.5,1.3,0.3,0.8,1.9,18.3,0.2,0,0
493,P.J. Tucker\tuckepj01,PF,35,TOT,52,33,1356,1.8,4.7,0.373,1.1,3.2,0.336,0.7,1.5,0.448,0.6,0.7,0.75,1.4,4.1,5.4,1.6,1,0.5,1.1,3.3,5.1,1,0,0
493,P.J. Tucker\tuckepj01,PF,35,HOU,32,32,959,1.8,4.9,0.366,1,3.2,0.314,0.8,1.7,0.467,0.7,0.9,0.783,1.2,4.3,5.6,1.7,1.1,0.7,1.2,3.4,5.3,0.4,0,0
493,P.J. Tucker\tuckepj01,PF,35,MIL,20,1,397,1.6,4.2,0.391,1.2,3,0.394,0.5,1.2,0.385,0.3,0.5,0.6,1.6,3.4,5.1,1.5,0.9,0.2,0.6,3.1,4.7,0.5,0,0
494,Rayjon Tucker\tuckera01,PG,23,PHI,14,0,68,4.8,9.5,0.5,1.1,3.7,0.286,3.7,5.8,0.636,7.4,10.1,0.737,0.5,5.3,5.8,3.2,1.1,0,2.1,4.2,18,0.2,0,0
495,Myles Turner\turnemy01,C,24,IND,47,47,1455,5.1,10.7,0.477,1.7,5.1,0.335,3.4,5.6,0.606,2.7,3.5,0.782,1.6,6,7.6,1.2,1,3.9,1.7,4.1,14.6,3.3,0,0
496,Jonas Valančiūnas\valanjo01,C,28,MEM,62,61,1755,9,15.2,0.592,0.4,1.2,0.368,8.6,14.1,0.611,3.2,4.2,0.773,5.2,10.7,15.9,2.3,0.7,1.2,2.1,3.7,21.7,7.8,0,0
497,Denzel Valentine\valende01,SG,27,CHI,62,3,1036,5.4,14.5,0.373,2.8,8.4,0.331,2.6,6,0.431,0.6,0.6,0.941,0.8,6,6.8,3.6,1,0.2,1.5,2.4,14.1,0.7,0,0
498,Jarred Vanderbilt\vandeja01,PF,21,MIN,64,30,1139,4.5,7.5,0.606,0,0.2,0.2,4.5,7.3,0.615,1.8,3.2,0.559,3.7,7.9,11.6,2.4,2,1.5,1.7,3.9,10.9,3.1,0,0
499,Fred VanVleet\vanvlfr01,SG,26,TOR,52,52,1899,6.4,16.5,0.389,3.3,9,0.366,3.1,7.5,0.416,3.2,3.6,0.885,0.6,3.6,4.2,6.2,1.6,0.7,1.8,2.3,19.3,4.3,0,0
500,Anderson Varejão\varejan01,C,38,CLE,5,0,36,4,16,0.25,0,1,0,4,15,0.267,5,9,0.556,7,13,20,3,0,2,1,3,13,0,0,0
501,Devin Vassell\vassede01,SF,20,SAS,62,7,1056,4.2,10.3,0.406,1.8,5.1,0.347,2.4,5.2,0.464,1.5,1.7,0.843,0.8,5.1,5.9,1.9,1.5,0.6,0.7,3,11.6,1.5,0,0
502,Gabe Vincent\vincega01,PG,24,MIA,50,7,655,4.8,12.8,0.378,2.5,8.2,0.309,2.3,4.6,0.5,1.1,1.3,0.87,0.5,2.5,3.1,3.7,1.2,0.1,1.9,4.3,13.3,0.2,0,0
503,Noah Vonleh\vonleno01,PF,25,BRK,4,0,11,0,9.8,0,0,6.5,0,0,3.3,0,0,0,,0,3.3,3.3,3.3,0,0,6.5,6.5,0,-0.1,0,0
504,Nikola Vučević\vucevni01,C,30,TOT,70,70,2348,10.2,21.4,0.477,2.7,6.7,0.4,7.5,14.7,0.513,2,2.4,0.84,2.2,10.3,12.5,4.1,1,0.7,1.9,2.1,25.1,6.3,1,0
504,Nikola Vučević\vucevni01,C,30,ORL,44,44,1500,10.5,21.8,0.48,2.8,6.9,0.406,7.7,14.9,0.515,2.2,2.6,0.827,2.1,10.3,12.4,4,1,0.7,2,1.9,25.9,3.9,0,0
504,Nikola Vučević\vucevni01,C,30,CHI,26,26,848,9.8,20.7,0.471,2.5,6.5,0.388,7.3,14.3,0.509,1.7,2,0.87,2.5,10.2,12.7,4.3,1,0.8,1.8,2.5,23.7,2.4,0,0
505,Dean Wade\wadede01,PF,24,CLE,63,19,1212,4,9.2,0.431,2.3,6.3,0.366,1.7,2.9,0.571,0.9,1.2,0.769,1.1,5.3,6.4,2.2,1,0.6,0.9,2.3,11.2,2,0,0
506,Moritz Wagner\wagnemo01,C,23,TOT,45,24,722,5.2,11.4,0.454,1.5,4.5,0.341,3.6,6.9,0.529,3.5,4.3,0.816,1.3,5.9,7.3,2.5,1.3,0.9,2.1,5.4,15.5,1.2,0,0
506,Moritz Wagner\wagnemo01,C,23,WAS,25,13,375,6,11.7,0.508,1.2,4,0.31,4.7,7.7,0.613,3.9,5,0.788,1.2,5.8,7,3.1,2.1,0.8,2,6,17.1,1,0,0
506,Moritz Wagner\wagnemo01,C,23,BOS,9,1,61,2.4,8.3,0.286,1.2,3.5,0.333,1.2,4.7,0.25,0.6,1.2,0.5,1.8,9.4,11.2,3.5,0,0.6,5.3,5.9,6.5,-0.2,0,0
506,Moritz Wagner\wagnemo01,C,23,ORL,11,10,286,4.8,11.7,0.409,2,5.4,0.372,2.8,6.3,0.44,3.7,4.2,0.879,1.4,5.4,6.8,1.5,0.5,1.1,1.6,4.5,15.2,0.4,0,0
507,Kemba Walker\walkeke02,PG,30,BOS,43,43,1369,7.5,17.8,0.42,3.3,9.3,0.36,4.1,8.5,0.486,3.5,3.9,0.899,0.4,4,4.5,5.6,1.3,0.3,2.3,1.6,21.8,3.3,0,0
508,Lonnie Walker\walkelo01,SG,22,SAS,60,38,1522,6.1,14.4,0.42,2.4,6.7,0.355,3.7,7.7,0.477,1.3,1.7,0.814,0.3,3.3,3.7,2.4,0.7,0.4,1.5,2.4,15.8,0.4,0,0
509,John Wall\walljo01,PG,30,HOU,40,40,1288,8.2,20.3,0.404,2.2,7,0.317,6,13.3,0.449,4.4,5.9,0.749,0.5,3.1,3.6,7.7,1.2,0.9,3.9,1.3,23,-0.2,0,0
510,Brad Wanamaker\wanambr01,PG,31,TOT,61,0,1053,3.9,10.2,0.385,0.5,2.9,0.188,3.4,7.3,0.463,3.1,3.5,0.891,0.6,3,3.6,5.9,1.5,0.4,2.4,3.2,11.5,0.9,0,0
510,Brad Wanamaker\wanambr01,PG,31,GSW,39,0,625,3.5,10,0.353,0.7,3.5,0.213,2.8,6.5,0.429,2.9,3.2,0.893,0.5,3.3,3.8,5.7,1.5,0.3,2.1,3.2,10.7,0.5,0,0
510,Brad Wanamaker\wanambr01,PG,31,CHO,22,0,428,4.5,10.6,0.429,0.3,2,0.125,4.3,8.6,0.5,3.4,3.8,0.889,0.8,2.4,3.3,6.3,1.4,0.4,2.9,3.3,12.7,0.4,0,0
511,T.J. Warren\warretj01,SF,27,IND,4,4,117,8.3,15.7,0.529,0,2.2,0,8.3,13.5,0.614,2.5,3.1,0.8,0.6,3.7,4.3,1.5,0.6,0,1.2,4.9,19.1,0.1,0,0
512,P.J. Washington\washipj01,PF,22,CHO,64,61,1954,5.6,12.6,0.44,2.1,5.3,0.386,3.5,7.3,0.48,2,2.7,0.745,1.7,6,7.7,3,1.3,1.5,2.4,3.2,15.2,2.7,0,0
513,Yuta Watanabe\watanyu01,SF,26,TOR,50,4,723,3.9,9,0.439,1.8,4.5,0.4,2.1,4.5,0.478,1.2,1.4,0.828,1.8,6.1,7.9,2,1.3,0.9,0.9,2.8,10.9,1.5,0,0
514,Tremont Waters\watertr01,PG,23,BOS,26,3,238,5.1,12.7,0.405,2.3,5.7,0.395,2.9,7,0.413,2.4,2.6,0.941,0.8,2.4,3.2,9.4,2.3,0.2,4.1,2.6,15,0.4,0,0
515,Paul Watson\watsopa01,SF,26,TOR,27,2,297,4.6,9.9,0.463,3.6,7.8,0.469,1,2.2,0.444,0.6,1,0.625,0.5,5,5.5,2.1,0.7,0.4,1.1,4.4,13.5,0.6,0,0
516,Quinndary Weatherspoon\weathqu01,SG,24,SAS,20,0,121,4.8,10.4,0.457,0.3,1.8,0.167,4.5,8.6,0.517,3.9,4.8,0.813,0.9,2.4,3.3,2.4,2.4,0.6,3,5.4,13.7,0.1,0,0
517,Russell Westbrook\westbru01,PG,32,WAS,65,65,2369,8.3,18.8,0.439,1.3,4.1,0.315,7,14.7,0.475,4.1,6.3,0.656,1.7,9.7,11.4,11.6,1.4,0.3,4.7,2.9,22,3.7,0,0
518,Coby White\whiteco01,PG,20,CHI,69,54,2156,6.3,15.1,0.416,2.7,7.6,0.359,3.5,7.5,0.473,2.1,2.4,0.901,0.5,4.3,4.7,5.5,0.6,0.3,2.6,3,17.4,2.4,0,0
519,Derrick White\whitede01,SG,26,SAS,36,32,1064,6.3,15.3,0.411,2.8,8.2,0.346,3.5,7.1,0.486,3.3,3.9,0.851,0.4,3.2,3.6,4.3,0.9,1.2,1.5,3.1,18.7,1.9,0,0
520,Hassan Whiteside\whiteha01,C,31,SAC,36,4,546,8.3,14.8,0.563,0,0.1,0,8.3,14.7,0.565,2.7,5.2,0.519,4,10.2,14.2,1.3,0.6,3,2.6,4.8,19.3,0.9,0,0
521,Greg Whittington\whittgr01,PF,27,DEN,4,0,12,0,9,0,0,6,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,-0.1,0,0
522,Andrew Wiggins\wiggian01,PF,25,GSW,71,71,2364,7.7,16.1,0.477,2.1,5.6,0.38,5.6,10.5,0.529,2.6,3.6,0.714,1.2,4,5.3,2.5,1,1.1,1.9,2.4,20.1,3.9,0,0
523,Grant Williams\willigr01,PF,22,BOS,63,9,1138,3.4,7.8,0.437,1.5,4.1,0.372,1.9,3.7,0.508,0.9,1.6,0.588,1.5,4.1,5.6,2,1,0.8,1.8,5.1,9.3,1.1,0,0
524,Kenrich Williams\willike04,PF,26,OKC,66,13,1426,5.5,10.4,0.533,1.3,3,0.444,4.2,7.4,0.568,0.9,1.6,0.571,2.1,4.8,6.9,3.8,1.4,0.4,1.9,3.6,13.3,2.8,0,0
525,Lou Williams\willilo02,PG,34,TOT,66,4,1423,6.7,16.3,0.41,1.7,4.4,0.399,5,12,0.414,3.8,4.4,0.867,0.5,3,3.5,5.7,1.2,0.2,2.7,1.6,18.9,1.7,0,0
525,Lou Williams\willilo02,PG,34,LAC,42,3,918,7.1,16.9,0.421,1.8,4.7,0.378,5.3,12.2,0.437,4,4.7,0.866,0.6,2.9,3.5,5.6,1.5,0.2,2.6,1.6,20,1.6,0,0
525,Lou Williams\willilo02,PG,34,ATL,24,1,505,6,15.4,0.389,1.7,3.8,0.444,4.3,11.5,0.37,3.4,3.8,0.87,0.4,3.1,3.6,5.8,0.6,0.1,3,1.4,17,0,0,0
526,Patrick Williams\willipa01,PF,19,CHI,71,71,1983,4.6,9.6,0.483,1,2.5,0.391,3.6,7.1,0.515,1.7,2.3,0.728,1.2,4.7,5.9,1.8,1.2,0.8,1.8,2.3,11.9,2.5,0,0
527,Robert Williams\williro04,C,23,BOS,52,13,985,6.8,9.4,0.721,0,0.1,0,6.8,9.4,0.727,1.6,2.7,0.616,4.9,8.2,13.1,3.4,1.6,3.3,1.9,3.8,15.2,5.3,0,0
528,Zion Williamson\willizi01,PF,20,NOP,61,61,2026,11.3,18.4,0.611,0.2,0.6,0.294,11.1,17.8,0.622,6.6,9.4,0.698,3,4.9,7.8,4,1,0.7,3,2.4,29.3,8.7,1,0
529,D.J. Wilson\wilsodj01,PF,24,TOT,35,1,433,5.7,14,0.405,2.5,7.2,0.345,3.2,6.7,0.469,1.4,2.1,0.68,1.7,7.6,9.3,1.9,0.9,1.3,1.8,3.7,15.2,0.3,0,0
529,D.J. Wilson\wilsodj01,PF,24,MIL,12,0,105,5.5,14.7,0.372,3.4,9.6,0.357,2.1,5.1,0.4,0.3,0.7,0.5,1,7.5,8.6,1,0.3,1.4,1.4,4.5,14.7,0,0,0
529,D.J. Wilson\wilsodj01,PF,24,HOU,23,1,328,5.7,13.7,0.416,2.2,6.5,0.339,3.5,7.2,0.485,1.8,2.5,0.696,1.9,7.7,9.5,2.2,1.1,1.3,2,3.4,15.4,0.2,0,0
530,Dylan Windler\windldy01,SF,24,CLE,31,0,513,4,9.1,0.438,1.8,5.4,0.338,2.2,3.7,0.585,1.5,1.9,0.778,1.4,6.1,7.5,2.3,1.3,0.8,2.2,2.6,11.3,0.5,0,0
531,Justise Winslow\winslju01,SF,24,MEM,26,1,507,5.3,14.9,0.352,0.7,3.8,0.185,4.5,11.1,0.41,1.4,2.5,0.571,1.3,7.1,8.4,3.6,1.1,0.9,2.6,3.3,12.6,-0.7,0,0
532,Cassius Winston\winstca01,PG,22,WAS,22,0,98,5.1,12.1,0.424,2.9,6.2,0.471,2.2,5.9,0.375,1.8,2.2,0.833,0,3.3,3.3,4.4,0.7,0.4,1.8,2.9,15.1,0.1,0,0
533,James Wiseman\wisemja01,C,19,GSW,39,27,836,8.2,15.8,0.519,0.5,1.6,0.316,7.7,14.2,0.542,2.3,3.7,0.628,2.4,7.4,9.7,1.1,0.5,1.6,2.6,5.2,19.3,0.7,0,0
534,Christian Wood\woodch01,C,25,HOU,41,41,1326,8.9,17.4,0.514,2.1,5.6,0.374,6.8,11.8,0.581,3.4,5.4,0.631,2.1,8.7,10.7,1.9,0.9,1.3,2.2,2.4,23.3,2.8,0,0
535,Robert Woodard\woodaro01,SF,21,SAC,13,0,45,6.4,16,0.4,0.8,4.8,0.167,5.6,11.2,0.5,2.4,6.4,0.375,3.2,9.6,12.8,1.6,0,2.4,0.8,3.2,16,0,0,0
536,Delon Wright\wrighde01,SG-PG,28,TOT,63,39,1748,4.9,10.7,0.463,1.3,3.5,0.372,3.6,7.1,0.509,2.1,2.6,0.802,1.3,4.2,5.5,5.7,2.1,0.6,1.7,1.5,13.3,4.3,0,0
536,Delon Wright\wrighde01,SG,28,DET,36,31,1052,4.7,10,0.464,1.1,3,0.348,3.6,7,0.515,2.4,3.1,0.789,1.3,4.3,5.6,6.2,2,0.7,1.6,1.5,12.8,2.9,0,0
536,Delon Wright\wrighde01,PG,28,SAC,27,8,696,5.4,11.6,0.462,1.7,4.3,0.398,3.7,7.3,0.5,1.6,1.9,0.833,1.4,4,5.4,5,2.2,0.6,1.8,1.6,14,1.3,0,0
537,Thaddeus Young\youngth01,PF,32,CHI,68,23,1652,8.1,14.4,0.559,0.3,1,0.267,7.8,13.4,0.58,1.5,2.5,0.628,3.7,5.6,9.2,6.3,1.6,0.9,3,3.3,17.9,5.1,0,0
538,Trae Young\youngtr01,PG,22,ATL,63,63,2125,8.3,18.8,0.438,2.3,6.7,0.343,5.9,12.1,0.491,8.2,9.2,0.886,0.6,3.5,4.2,10.1,0.9,0.2,4.4,1.9,27,7.2,0,0
539,Cody Zeller\zelleco01,C,28,CHO,48,21,1005,6.5,11.6,0.559,0.1,1,0.143,6.3,10.6,0.598,3,4.3,0.714,4.3,7.5,11.7,3.1,1,0.6,1.8,4.3,16.2,3.3,0,0
540,Ivica Zubac\zubaciv01,C,23,LAC,72,33,1609,5.8,8.8,0.652,0,0.1,0.25,5.7,8.7,0.656,3,3.8,0.789,4.2,7.4,11.6,2,0.5,1.4,1.8,4.2,14.5,6.9,0,0
